article_global_id,article_id,db_id,resource_name,published_access,available,unavailable_message,notes,article_year,citations
10.1093/nar/gkq1237,2206,MBDC0668,NCBI Entrez Gene,http://www.ncbi.nlm.nih.gov/gene,yes,not_applicable,not_applicable,2011,321
10.1093/nar/gkt1274,2757,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/genome,yes,not_applicable,not_applicable,2014,97
10.1093/nar/gku1062,2802,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/genome,yes,not_applicable,not_applicable,2015,26
10.1093/nar/gku1207,2777,MBDC0602,NCBI Viral Genomes,http://www.ncbi.nlm.nih.gov/genome/viruses/,yes,not_applicable,not_applicable,2015,13
10.1093/nar/gku1126,2833,MBDC1233,HIV-1-Human Interaction database,http://www.ncbi.nlm.nih.gov/genome/viruses/retroviruses/hiv-1/interactions,yes,not_applicable,Naming; had a comma in the name?,2015,16
10.1093/nar/gkt1268,2691,MBDC0909,Virus Variation Resource,http://www.ncbi.nlm.nih.gov/genomes/VirusVariation/,yes,not_applicable,not_applicable,2014,13
10.1093/nar/gki022,1158,MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo,yes,not_applicable,not_applicable,2005,595
10.1093/nar/gkn764,1857,MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo,yes,not_applicable,not_applicable,2009,613
10.1093/nar/gkl887,1466,MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo/,yes,not_applicable,not_applicable,2007,746
10.1093/nar/gkq1184,2199,MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo/,yes,not_applicable,not_applicable,2011,596
10.1093/nar/gks1193,2417,MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo/,yes,not_applicable,not_applicable,2013,795
10.1093/nar/gks1173,2448,MBDC1641,NCBI GTR: Genetic Testing Registry,http://www.ncbi.nlm.nih.gov/gtr/,yes,not_applicable,not_applicable,2013,29
10.1093/nar/28.1.126,541,NAR9194,NCBI LocusLink,http://www.ncbi.nlm.nih.gov/LocusLink/,no,not found,"Access - Transfer/Redirect; NCBI LocusLink was replaced by Entrez Gene in 2005. NCBI no longer provides LocusLink, and has also discontinued its URL",2000,130
10.1093/nar/29.1.137,568,NAR9194,NCBI LocusLink,http://www.ncbi.nlm.nih.gov/LocusLink/,no,not found,"Access - Transfer/Redirect; NCBI LocusLink was replaced by Entrez Gene in 2005. NCBI no longer provides LocusLink, and has also discontinued its URL",2001,626
10.1093/nar/gkn665,1792,MBDC0143,OMIM: Online Mendelian Inheritance in Man,http://www.ncbi.nlm.nih.gov/omim,yes,not_applicable,Funding; pop-up asking for support …at the request of NIH,2009,374
10.1093/nar/gki033,1049,MBDC0143,OMIM: Online Mendelian Inheritance in Man,http://www.ncbi.nlm.nih.gov/omim/,yes,not_applicable,not_applicable,2005,966
10.1093/nar/gkp1047,1998,NAR9196,NCBI Peptidome,http://www.ncbi.nlm.nih.gov/peptidome,yes,not_applicable,Access - Archived; Peptidome was a public repository that archived tandem mass spectrometry peptide and protein identification data generated by the scientific community. This repository is now offline and is in archival mode. All data may be obtained from the Peptidome FTP site.,2010,23
10.1093/nar/gkr958,2291,MBDC1538,NCBI BGMUT: Blood Group Antigen Gene Mutation Database,http://www.ncbi.nlm.nih.gov/projects/gv/rbc/xslcgi.fcgi?cmd=bgmut,yes,not_applicable,not_applicable,2012,46
10.1093/nar/gki025,1111,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/RefSeq/,yes,not_applicable,not_applicable,2005,799
10.1093/nar/gkl842,1386,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/RefSeq/,yes,not_applicable,not_applicable,2007,1237
10.1093/nar/gkn721,1878,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/RefSeq/,yes,not_applicable,not_applicable,2009,492
10.1093/nar/gkr1079,2276,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/RefSeq/,yes,not_applicable,not_applicable,2012,539
10.1093/nar/gkt1114,2728,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/refseq/,yes,not_applicable,not_applicable,2014,312
10.1093/nar/gkv1189,3037,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/refseq/,yes,not_applicable,not_applicable,2016,17
10.1093/nar/gkn734,1846,MBDC1246,NCBI Protein Clusters Database,http://www.ncbi.nlm.nih.gov/sites/entrez?db=proteincluster,no,not found,not_applicable,2009,117
10.1093/nar/28.1.352,544,NAR9192,NCBI dbSNP: database of single nucleotide polymorphisms,http://www.ncbi.nlm.nih.gov/SNP,yes,not_applicable,Disambiguation; diff from dbSNP,2000,195
10.1093/nar/29.1.308,655,NAR9192,NCBI dbSNP: database of single nucleotide polymorphisms,http://www.ncbi.nlm.nih.gov/SNP,yes,not_applicable,Disambiguation; diff from dbSNP,2001,2261
10.1093/nar/gkr1162,2290,MBDC0270,NCBI MMDB: Molecular Modeling DataBase,http://www.ncbi.nlm.nih.gov/structure,yes,not_applicable,not_applicable,2012,59
10.1093/nar/gkt1208,2761,MBDC0270,NCBI MMDB: Molecular Modeling DataBase,http://www.ncbi.nlm.nih.gov/Structure,yes,not_applicable,not_applicable,2014,34
10.1093/nar/gkq1189,2208,MBDC0204,NCBI CDD: Conserved Domain Database,http://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,yes,not_applicable,not_applicable,2011,1474
10.1093/nar/gku1221,2851,MBDC0204,NCBI CDD: Conserved Domain Database,http://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,yes,not_applicable,not_applicable,2015,397
10.1093/nar/gkr997,2323,MBDC1363,NCBI IBIS: Inferred Biomolecular Interaction Server,http://www.ncbi.nlm.nih.gov/Structure/ibis/ibis.cgi,yes,not_applicable,not_applicable,2012,32
10.1093/nar/gkp842,1963,MBDC1363,NCBI IBIS: Inferred Biomolecular Interaction Server,http://www.ncbi.nlm.nih.gov/Structure/ibis/ibis.html,yes,not_applicable,not_applicable,2010,52
10.1093/nar/gkr1178,2258,MBDC0297,NCBI Taxonomy,http://www.ncbi.nlm.nih.gov/taxonomy,yes,not_applicable,not_applicable,2012,159
10.1093/nar/gku1127,2775,MBDC0297,NCBI Taxonomy,http://www.ncbi.nlm.nih.gov/taxonomy,yes,not_applicable,not_applicable,2015,18
10.1093/nar/gkp1078,2021,MBDC1456,NCBI SRA: Sequence Read Archive,http://www.ncbi.nlm.nih.gov/Traces/sra,yes,not_applicable,Other; alt good/fail  http://www.ebi.ac.uk/ena; http://www.ddbj.nig.ac.jp/sub/trace_sra-e.html,2010,67
10.1093/nar/gkq1019,2090,MBDC1456,NCBI SRA: Sequence Read Archive,http://www.ncbi.nlm.nih.gov/Traces/sra,yes,not_applicable,not_applicable,2011,218
10.1093/nar/gkh026,956,MBDC0264,DSDBASE,http://www.ncbs.res.in/~faculty/mini/dsdbase/dsdbase.html,no,not found,Disambiguation; maybe DiSulfide DataBASE?,2004,21
10.1093/nar/gki087,1055,MBDC0674,GenDiS,http://www.ncbs.res.in/~faculty/mini/gendis/home.html,no,not found,not_applicable,2005,12
10.1093/nar/30.1.284,668,MBDC0275,PASS2: Protein Alignments organised as Structural Superfamilies,http://www.ncbs.res.in/7Efaculty/mini/campass/pass.html,no,not found,not_applicable,2002,16
10.1093/nar/28.1.31,503,NAR9116,GSDB: Genome Sequence DataBase,http://www.ncgr.org,no,related generic reseach institution site redirect,Access - Transfer/Redirect; Licensing; ownership of data submitted to GSDB was transferred to GenBank,2000,4
10.1093/nar/25.1.18,205,NAR9116,GSDB: Genome Sequence DataBase,http://www.ncgr.org/gsdb,no,not found,not_applicable,1997,10
10.1093/nar/27.1.35,427,NAR9116,GSDB: Genome Sequence DataBase,http://www.ncgr.org/gsdb,no,not found,not_applicable,1999,16
10.1093/nar/24.1.13,114,NAR9116,GSDB: Genome Sequence DataBase,http://www.ncgr.org/gsdb/gsdb.html,no,not found,Disambiguation; not the same as GDB: genome database for human genes; maybe be a precurosor to NCBI - DOE funded,1996,13
10.1093/nar/29.1.114,625,NAR9171,MGI: Medicago Genome Initiative,http://www.ncgr.org/research/mgi,no,not found,not_applicable,2001,101
10.1093/nar/gkl837,1504,MBDC1027,fRNAdb: functional RNA database,http://www.ncrna.org/,yes,not_applicable,not_applicable,2007,80
10.1093/nar/gkn805,1765,MBDC1027,fRNAdb: functional RNA database,http://www.ncrna.org/,yes,not_applicable,not_applicable,2009,85
10.1093/nar/27.1.346,416,MBDC0174,InBase: New England Biolabs Intein Database,http://www.neb.com/neb/inteins.html,no,not found,not_applicable,1999,25
10.1093/nar/28.1.344,536,MBDC0174,InBase: New England Biolabs Intein Database,http://www.neb.com/neb/inteins.html,no,not found,not_applicable,2000,65
10.1093/nar/30.1.383,659,MBDC0174,InBase: New England Biolabs Intein Database,http://www.neb.com/neb/inteins.html,no,not found,not_applicable,2002,249
10.1093/nar/24.1.223,155,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://www.neb.com/rebase,no,not found,not_applicable,1996,46
10.1093/nar/25.1.248,226,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://www.neb.com/rebase,no,not found,not_applicable,1997,36
10.1093/nar/26.1.338,286,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://www.neb.com/rebase,no,not found,not_applicable,1998,44
10.1093/nar/27.1.312,429,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://www.neb.com/rebase,no,not found,not_applicable,1999,37
10.1093/nar/gkh018,1011,MBDC0544,NEMBASE,http://www.nematodes.org,yes,not_applicable,not_applicable,2004,57
10.1093/nar/gkt1192,2586,MBDC1693,NeXO Web,http://www.nexontology.org,yes,not_applicable,not_applicable,2014,8
10.1093/nar/gku1178,2896,MBDC1459,NeXtProt,http://www.nextprot.org,yes,not_applicable,not_applicable,2015,33
10.1093/nar/gkr1179,2330,MBDC1459,NeXtProt,http://www.nextprot.org/,yes,not_applicable,not_applicable,2012,86
10.1093/nar/26.1.372,278,MBDC0167,HDB: Histone Database,http://www.nhgri.nih.gov/DIR/GTB/HISTONES,no,not found,not_applicable,1998,27
10.1093/nar/gkl947,1365,MBDC1040,NMPDR: National Microbial Pathogen Database Resource,http://www.nmpdr.org,yes,not_applicable,Access - Transfer/Redirect; Funding; Data Transferred to PATRIC Notice to NMPDR Users - The NMPDR BRC contract ended in December 2009. At that time we ceased maintenance of the NMPDR web resource and data,2007,69
10.1093/nar/gkr1175,2345,MBDC0705,NONCODE,http://www.noncode.org,yes,not_applicable,not_applicable,2012,164
10.1093/nar/gkm967,1603,MBDC1107,ORegAnno,http://www.oreganno.org,no,can't be reached,not_applicable,2008,134
10.1093/nar/gkv1203,2986,MBDC1107,ORegAnno,http://www.oreganno.org/,no,can't be reached,not_applicable,2016,2
10.1093/nar/gkr1091,2264,MBDC0931,OriDB,http://www.oridb.org/,yes,not_applicable,not_applicable,2012,45
10.1093/nar/gks1116,2508,MBDC1108,OrthoDB,http://www.orthodb.org,yes,not_applicable,not_applicable,2013,117
10.1093/nar/gku1220,2784,MBDC1108,OrthoDB,http://www.orthodb.org,yes,not_applicable,not_applicable,2015,37
10.1093/nar/gku1039,2826,MBDC1823,Rice SNP-Seek Database,http://www.oryzasnp.org/iric-portal/,yes,not_applicable,not_applicable,2015,25
10.1093/nar/29.1.275,633,MBDC0294,IGC: Imprinted Gene Catalogue,http://www.otago.ac.nz/IGC,yes,not_applicable,not_applicable,2001,173
10.1093/nar/27.1.1,352,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oup.co.uk/nar/Volume_27/issue_01/summary/gkc105_gml.html,no,not found,not_applicable,1999,40
10.1093/nar/28.1.1,457,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oup.co.uk/nar/Volume_28/Issue_01/html/gkd115_gml.html,no,not found,not_applicable,2000,41
10.1093/nar/gkp1077,1889,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,not_applicable,2010,67
10.1093/nar/gkq1243,2081,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,not_applicable,2011,62
10.1093/nar/gkr1196,2220,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,not_applicable,2012,58
10.1093/nar/gks1297,2428,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,not_applicable,2013,49
10.1093/nar/gku1241,2773,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,not_applicable,2015,26
10.1093/nar/gkt1282,2701,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/c/,yes,not_applicable,not_applicable,2014,43
10.1093/nar/gkv1356,3071,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/c/,yes,not_applicable,not_applicable,2016,3
10.1093/nar/gkq1023,2024,MBDC1427,P2CS: Prokaryotic 2-Component Systems,http://www.p2cs.org,yes,not_applicable,"Examples dates; example of auto update ""date"" code in footer",2011,30
10.1093/nar/gku968,2801,MBDC1427,P2CS: Prokaryotic 2-Component Systems,http://www.p2cs.org/,yes,not_applicable,not_applicable,2015,9
10.1093/nar/gkn733,1795,MBDC1245,P3DB: Plant Protein Phosphorylation DataBase,http://www.p3db.org/,yes,not_applicable,not_applicable,2009,73
10.1093/nar/gku985,2786,MBDC0944,PAIDB: PAthogenicity Island DataBase,http://www.paidb.re.kr,yes,not_applicable,not_applicable,2015,7
10.1093/nar/gkq937,2144,MBDC1325,PED: Pancreatic Expression Database,http://www.pancreasexpression.org,yes,not_applicable,not_applicable,2011,22
10.1093/nar/gkt959,2744,MBDC1325,PED: Pancreatic Expression Database,http://www.pancreasexpression.org,yes,not_applicable,not_applicable,2014,11
10.1093/nar/gkl869,1393,MBDC0552,PANTHER,http://www.pantherdb.org,yes,not_applicable,not_applicable,2007,252
10.1093/nar/gkp1019,1905,MBDC0552,PANTHER,http://www.pantherdb.org,yes,not_applicable,not_applicable,2010,252
10.1093/nar/gkj011,1342,MBDC0849,Panzea,http://www.panzea.org,yes,not_applicable,not_applicable,2006,47
10.1093/nar/gkm1022,1537,MBDC0849,Panzea,http://www.panzea.org,yes,not_applicable,not_applicable,2008,19
10.1093/nar/gki109,1175,MBDC0715,PartiGeneDB,http://www.partigenedb.org,yes,not_applicable,not_applicable,2005,9
10.1093/nar/29.1.294,641,MBDC0176,LGICdb: Ligand Gated Ion Channel database,http://www.pasteur.fr/recherche/banques/LGIC/LGIC.html,no,not found,not_applicable,2001,53
10.1093/nar/27.1.340,425,MBDC0176,LGICdb: Ligand Gated Ion Channel database,http://www.pasteur.fr/units/neubiomol/LGIC.html,no,not found,not_applicable,1999,73
10.1093/nar/gkh124,972,MBDC0554,Pathbase,http://www.pathbase.net,yes,not_applicable,not_applicable,2004,36
10.1093/nar/gks1241,2496,MBDC1573,OrtholugeDB,http://www.pathogenomics.sfu.ca/ortholugedb,yes,not_applicable,not_applicable,2013,23
10.1093/nar/gkl835,1387,MBDC0999,PathoPlant,http://www.pathoplant.de,yes,not_applicable,not_applicable,2007,27
10.1093/nar/gkq1039,2042,MBDC1428,Pathway Commons,http://www.pathwaycommons.org,yes,not_applicable,not_applicable,2011,322
10.1093/nar/gkl807,1471,MBDC0933,Patome,http://www.patome.org/,no,can't be reached,not_applicable,2007,3
10.1093/nar/gkt1099,2726,MBDC1000,PATRIC: PathoSystems Resource Integration Center,http://www.patricbrc.org,yes,not_applicable,not_applicable,2014,144
10.1093/nar/gkp926,1984,MBDC1372,Patrocles,http://www.patrocles.org,no,unrelated site redirect,not_applicable,2010,91
10.1093/nar/gkn783,1771,MBDC1258,PAZAR database,http://www.pazar.info,yes,not_applicable,"Service Status; PLEASE NOTE that PAZAR is no longer being actively maintained although it will remain online and fully functional until 2018-12-01 after which time it will be retired. No data belonging to you will be deleted without permission, and if required, arrangements can be made to provide your data to you in an archived format.",2009,50
10.1093/nar/gkq1181,2104,MBDC1429,PCDB: Protein Conformational diversity Database,http://www.pcdb.unq.edu.ar,no,can't be reached,not_applicable,2011,13
10.1093/nar/gkh096,941,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org,yes,not_applicable,not_applicable,2004,91
10.1093/nar/gki057,1069,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org,yes,not_applicable,not_applicable,2005,227
10.1093/nar/gkq1021,2058,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org,yes,not_applicable,not_applicable,2011,301
10.1093/nar/30.1.245,736,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org/,yes,not_applicable,not_applicable,2002,163
10.1093/nar/gkg068,877,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org/,yes,not_applicable,not_applicable,2003,250
10.1093/nar/gki061,1074,MBDC0683,HCAD: Human Chromosome Aberration Database,http://www.pdg.cnb.uam.es/UniPub/HCAD/,no,can't be reached,not_applicable,2005,8
10.1093/nar/30.1.218,686,MBDC0154,PEDB: Prostate Expression Database,http://www.pedb.org,yes,not_applicable,"Examples dates; Text Last Modified: Thursday January 4, 2007; Data continuously updated.",2002,21
10.1093/nar/gkm854,1630,MBDC1111,PepCyber,http://www.pepcyber.org/PPEP/,yes,not_applicable,not_applicable,2008,29
10.1093/nar/gkj040,1261,MBDC0851,PeptideAtlas,http://www.peptideatlas.org/,yes,not_applicable,not_applicable,2006,315
10.1093/nar/gkl935,1472,MBDC1001,PeroxisomeDB,http://www.peroxisomeDB.org,yes,not_applicable,not_applicable,2007,43
10.1093/nar/gkp935,2009,MBDC1001,PeroxisomeDB,http://www.peroxisomeDB.org,yes,not_applicable,not_applicable,2010,42
10.1093/nar/gkj119,1184,NAR9219,PFGD: Phytophthora Functional Genomics Database,http://www.pfgd.org,no,can't be reached,not_applicable,2006,18
10.1093/nar/gks1253,2548,MBDC1655,StreptomeDB,http://www.pharmaceutical-bioinformatics.de/streptomedb/,yes,not_applicable,not_applicable,2013,27
10.1093/nar/gkv1319,2963,MBDC1655,StreptomeDB,http://www.pharmaceutical-bioinformatics.org/streptomedb,yes,not_applicable,not_applicable,2016,0
10.1093/nar/30.1.163,760,MBDC0392,PharmGKB,http://www.pharmgkb.org/,yes,not_applicable,not_applicable,2002,169
10.1093/nar/gkl662,1498,MBDC0665,PhenomicDB,http://www.phenomicdb.de,no,can't be reached,not_applicable,2007,39
10.1093/nar/gku1165,2898,MBDC0852,PHI-base: Pathogen Host Interactions database,http://www.phi-base.org,yes,not_applicable,not_applicable,2015,24
10.1093/nar/gkm858,1664,MBDC0852,PHI-base: Pathogen Host Interactions database,http://www.phi-base.org/,yes,not_applicable,not_applicable,2008,86
10.1093/nar/gkp911,1933,MBDC1356,PhiSITE,http://www.phisite.org/,yes,not_applicable,not_applicable,2010,14
10.1093/nar/gkq1159,2035,MBDC1433,PHOSIDA,http://www.phosida.com,yes,not_applicable,not_applicable,2011,184
10.1093/nar/gkq936,2159,MBDC1003,Phospho3D,http://www.phospho3d.org/,yes,not_applicable,not_applicable,2011,21
10.1093/nar/gkr1122,2372,MBDC1469,PSP: PhosphoSitePlus,http://www.phosphosite.org,no,service unavailable,not_applicable,2012,633
10.1093/nar/gku1267,2843,MBDC1469,PSP: PhosphoSitePlus,http://www.phosphosite.org/,no,service unavailable,Access - Failure Notes; Service Status; Proxy Error,2015,122
10.1093/nar/gkj045,1185,NAR9224,Phytome,http://www.phytome.org,no,unrelated site redirect,not_applicable,2006,29
10.1093/nar/gkr944,2263,MBDC1551,Phytozome,http://www.phytozome.net,yes,not_applicable,not_applicable,2012,802
10.1093/nar/26.1.295,327,NAR9287,SV40 T Antigen Database,http://www.pitt.edu/∼pipaslab/,no,not found,Indexing - link error; wrong URL in scopus abstract,1998,6
10.1093/nar/gkh119,935,MBDC0355,PlantGDB: Genome DataBase,http://www.plantgdb.org/,yes,not_applicable,not_applicable,2004,96
10.1093/nar/gkm1041,1696,MBDC0355,PlantGDB: Genome DataBase,http://www.plantgdb.org/,yes,not_applicable,"Funding; “PlantGDB's NSF funding has ended and the website is no longer being updated. However, you can check out a related project from the Brendel Lab, xGDBvm …”",2008,131
10.1093/nar/gkr969,2210,MBDC1554,Plantmetabolomics.org,http://www.plantmetabolomics.org,no,can't be reached,not_applicable,2012,11
10.1093/nar/gkm908,1540,MBDC0926,Plant Ontology Database,http://www.plantontology.org,yes,not_applicable,not_applicable,2008,83
10.1093/nar/gkt1251,2729,MBDC1732,PPD: Plasma Proteome Database,http://www.plasmaproteomedatabase.org/,yes,not_applicable,not_applicable,2014,64
10.1093/nar/gkr938,2283,MBDC1553,PLEXdb,http://www.plexdb.org,yes,not_applicable,not_applicable,2012,134
10.1093/nar/gku1040,2825,MBDC1511,PomBase,http://www.pombase.org,yes,not_applicable,not_applicable,2015,13
10.1093/nar/gki110,1164,MBDC0725,PBRC: Poxvirus Bioinformatics Resource Center,http://www.poxvirus.org,no,discontinued notice,"Service Status; After over 15 years serving the Virology community, vbrc.org, poxvirus.org, HCVdb.org and DengueDb.org have ended operations. The servers running these web sites are old, no longer supported, and breaking down, and we no longer have the resources to maintain the hardware and software that support these sites. (This also includes the web sites mycoplasma.genome.uab.edu, www.streppneumoniae.com, and the Ureaplasma urealyticum genome web site).",2005,40
10.1093/nar/gkm785,1528,MBDC1119,ppdb: plant promoter database,http://www.ppdb.gene.nagoya-u.ac.jp,no,can't be reached,not_applicable,2008,46
10.1093/nar/gkm800,1549,MBDC1120,PPT-DB: protein Property Prediction and Testing DataBase,http://www.pptdb.ca,yes,not_applicable,not_applicable,2008,10
10.1093/nar/gkp978,2012,MBDC1388,PRGdb: Plant Resistance Gene database,http://www.prgdb.org,yes,not_applicable,not_applicable,2010,57
10.1093/nar/gkl804,1431,MBDC1006,Pristionchus.org,http://www.pristionchus.org,yes,not_applicable,not_applicable,2007,7
10.1093/nar/gkg016,833,MBDC0390,ProbeBase,http://www.probebase.net,yes,not_applicable,not_applicable,2003,313
10.1093/nar/gkv1232,3040,MBDC0390,ProbeBase,http://www.probebase.net,yes,not_applicable,not_applicable,2016,4
10.1093/nar/gkn837,1869,MBDC0566,PRODORIC,http://www.prodoric.de,yes,not_applicable,not_applicable,2009,34
10.1093/nar/gkt1108,2677,MBDC1728,Progenetix,http://www.progenetix.org,yes,not_applicable,"Charming; Honest; Europeans that we are here at the University of Zurich, we have started the migration of our article resource links to Europe PMC. Let's see how it works - if there are glitches, we always have a great fallback option in NCBI's PubMed (also keeping the links).",2014,8
10.1093/nar/gkr911,2280,MBDC1480,ProGlycProt,http://www.proglycprot.org/,yes,not_applicable,"Examples dates; Good one to check update data vs. ""A general data update policy is once in three months. Existing entries are updated in real-time.""",2012,11
10.1093/nar/26.1.327,257,NAR9146,ISSD: Integrated Sequence-Structure Database,http://www.protein.bio.msu.su/issd/,no,can't be reached,not_applicable,1998,25
10.1093/nar/27.1.268,349,NAR9146,ISSD: Integrated Sequence-Structure Database,http://www.protein.bio.msu.su/issd/,no,can't be reached,not_applicable,1999,9
10.1093/nar/gkn683,1727,MBDC1221,PMAP: Proteolysis MAP,http://www.proteolysis.org,no,unrelated site redirect,not_applicable,2009,27
10.1093/nar/29.1.75,582,NAR9031,BioKnowledge Library,http://www.proteome.com,no,can't be reached,not_applicable,2001,226
10.1093/nar/28.1.73,523,NAR9329,YPD: Yeast Proteome Database,http://www.proteome.com/databases/index.html,no,can't be reached,not_applicable,2000,221
10.1093/nar/24.1.46,176,NAR9329,YPD: Yeast Proteome Database,http://www.proteome.com/YPDhome.html,no,can't be reached,not_applicable,1996,47
10.1093/nar/25.1.57,202,NAR9329,YPD: Yeast Proteome Database,http://www.proteome.com/YPDhome.html,no,can't be reached,not_applicable,1997,48
10.1093/nar/26.1.68,329,NAR9329,YPD: Yeast Proteome Database,http://www.proteome.com/YPDhome.html,no,can't be reached,not_applicable,1998,59
10.1093/nar/27.1.69,374,NAR9329,YPD: Yeast Proteome Database,http://www.proteome.com/YPDhome.html,no,can't be reached,not_applicable,1999,180
10.1093/nar/gkm903,1525,MBDC1050,NIAID Biodefense Proteomics Resource Center,http://www.proteomicsresource.org/,no,unrelated site redirect,not_applicable,2008,15
10.1093/nar/28.1.49,472,NAR9240,ProtoMap,http://www.protomap.cs.huji.ac.il,no,can't be reached,not_applicable,2000,120
10.1093/nar/gkg096,892,MBDC0567,ProtoNet,http://www.protonet.cs.huji.ac.il,yes,not_applicable,"Examples dates; Example of ""Updated: November 2012"" ….?",2003,55
10.1093/nar/gki007,1094,MBDC0567,ProtoNet,http://www.protonet.cs.huji.ac.il,yes,not_applicable,not_applicable,2005,51
10.1093/nar/gkr1027,2337,MBDC0567,ProtoNet,http://www.protonet.cs.huji.ac.il,yes,not_applicable,not_applicable,2012,16
10.1093/nar/gkh065,907,MBDC0463,European Ribosomal RNA Database,http://www.psb.ugent.be/rRNA/,yes,not_applicable,Provenance; excellent history - contains large and small and also update information,2004,210
10.1093/nar/gki047,1169,MBDC0733,PGD: Pseudomonas Genome Database,http://www.pseudomonas.com,yes,not_applicable,not_applicable,2005,95
10.1093/nar/gkn861,1830,MBDC0733,PGD: Pseudomonas Genome Database,http://www.pseudomonas.com,yes,not_applicable,not_applicable,2009,156
10.1093/nar/gkq869,2185,MBDC0733,PGD: Pseudomonas Genome Database,http://www.pseudomonas.com,yes,not_applicable,not_applicable,2011,356
10.1093/nar/gkv1227,2990,MBDC0733,PGD: Pseudomonas Genome Database,http://www.pseudomonas.com,yes,not_applicable,not_applicable,2016,9
10.1093/nar/gkm788,1632,MBDC1125,PubMeth,http://www.pubmeth.org,yes,not_applicable,not_applicable,2008,99
10.1093/nar/gkv1308,3045,MBDC1836,RBP-var: RNA-Binding Proteins Variants,http://www.rbp-var.biols.ac.cn/,yes,not_applicable,not_applicable,2016,0
10.1093/nar/gks1200,2442,MBDC0276,RCSB PDB: Protein Data Bank,http://www.rcsb.org,yes,not_applicable,not_applicable,2013,224
10.1093/nar/gku1214,2779,MBDC0276,RCSB PDB: Protein Data Bank,http://www.rcsb.org,yes,not_applicable,not_applicable,2015,94
10.1093/nar/28.1.235,533,MBDC0276,RCSB PDB: Protein Data Bank,http://www.rcsb.org/pdb/,yes,not_applicable,not_applicable,2000,16498
10.1093/nar/29.1.214,583,MBDC0276,RCSB PDB: Protein Data Bank,http://www.rcsb.org/pdb/,yes,not_applicable,not_applicable,2001,67
10.1093/nar/gki072,1146,MBDC0612,Reactome,http://www.reactome.org,yes,not_applicable,"Other; API, DOIs, Data Model… someone had a LIS degree",2005,612
10.1093/nar/gkn863,1714,MBDC0612,Reactome,http://www.reactome.org,yes,not_applicable,not_applicable,2009,538
10.1093/nar/gkq1018,2207,MBDC0612,Reactome,http://www.reactome.org,yes,not_applicable,not_applicable,2011,569
10.1093/nar/gkt1102,2720,MBDC0612,Reactome,http://www.reactome.org,yes,not_applicable,not_applicable,2014,368
10.1093/nar/gkg011,798,MBDC0356,RTPrimerDB,http://www.realtimeprimerdatabase.ht.st,no,can't be reached,not_applicable,2003,164
10.1093/nar/29.1.346,569,MBDC0546,NucleaRDB,http://www.receptors.org/NR/,no,service unavailable,not_applicable,2001,77
10.1093/nar/gkr960,2274,MBDC0546,NucleaRDB,http://www.receptors.org/nucleardb,no,service unavailable,not_applicable,2012,9
