db_id,resource_name,current_access,link_HTML,is_a_pun,available_2022,last_accessible_year,unavailable_message,year_first_publication,year_last_publication,total_citations_2022,nb_authors_max,nb_articles_2022
MBDC1821,Araport,https://www.araport.org,"<a href=""https://www.araport.org"">access link</a>",FALSE,Yes,NA,NA,2015,2015,119,17,1
MBDC1824,Coffee Genome Hub,http://coffee-genome.org/,"<a href=""http://coffee-genome.org/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,31,10,1
MBDC1825,CODEX,http://codex.stemcells.cam.ac.uk/,"<a href=""http://codex.stemcells.cam.ac.uk/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,69,9,1
MBDC1828,Addgene Repository,http://www.addgene.org,"<a href=""http://www.addgene.org"">access link</a>",TRUE,Yes,NA,NA,2015,2015,34,1,1
MBDC1834,CEGA: Conserved Elements from Genomic Alignments,http://cega.ezlab.org,"<a href=""http://cega.ezlab.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,10,3,1
MBDC1837,DbSUPER: Database of Super-enhancers,http://bioinfo.au.tsinghua.edu.cn/dbsuper/,"<a href=""http://bioinfo.au.tsinghua.edu.cn/dbsuper/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,156,2,1
MBDC1838,SEA: Super Enhancer Archive,http://sea.edbc.org,"<a href=""http://sea.edbc.org"">access link</a>",TRUE,Yes,NA,NA,2016,2016,61,11,1
MBDC1840,DASHR: Database of Small human noncoding RNAs,https://dashr2.lisanwanglab.org/,"<a href=""https://dashr2.lisanwanglab.org/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,47,8,1
MBDC1841,piRNA cluster database,https://www.smallrnagroup.uni-mainz.de/piRNAclusterDB,"<a href=""https://www.smallrnagroup.uni-mainz.de/piRNAclusterDB"">access link</a>",FALSE,Yes,NA,NA,2016,2022,45,3,2
MBDC1844,InterRNA: INTERactions in RNA structures database,http://mfrlab.org/interrna/,"<a href=""http://mfrlab.org/interrna/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,9,4,1
MBDC1845,BIGNASim,http://mmb.irbbarcelona.org/BIGNASim/SuppMaterial/,"<a href=""http://mmb.irbbarcelona.org/BIGNASim/SuppMaterial/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,30,11,1
MBDC1846,NBDB: Nucleotide Binding DataBase,http://nbdb.bii.a-star.edu.sg,"<a href=""http://nbdb.bii.a-star.edu.sg"">access link</a>",FALSE,Yes,NA,NA,2016,2016,19,3,1
MBDC1849,KILFS,https://klifs.net/,"<a href=""https://klifs.net/"">access link</a>",FALSE,Yes,NA,NA,2016,2021,88,6,2
MBDC1850,iGNM: Gaussian Network Model Database,http://gnmdb.csb.pitt.edu/,"<a href=""http://gnmdb.csb.pitt.edu/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,46,4,1
MBDC1851,PDBFlex,http://pdbflex.org,"<a href=""http://pdbflex.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,39,6,1
MBDC1852,Start2Fold,http://start2fold.eu,"<a href=""http://start2fold.eu"">access link</a>",TRUE,Yes,NA,NA,2016,2016,12,4,1
MBDC1854,BiGG Models,http://bigg.ucsd.edu,"<a href=""http://bigg.ucsd.edu"">access link</a>",TRUE,Yes,NA,NA,2016,2020,331,9,2
MBDC1856,IPPI-DB: Inhibitors of Protein-Protein Interactions DataBase,http://www.ippidb.cdithem.fr,"<a href=""http://www.ippidb.cdithem.fr"">access link</a>",FALSE,Yes,NA,NA,2016,2016,32,9,1
MBDC1859,WeGET: Weighted Gene Expression Tool,http://weget.cmbi.umcn.nl,"<a href=""http://weget.cmbi.umcn.nl"">access link</a>",TRUE,Yes,NA,NA,2016,2016,13,7,1
MBDC1861,HPMCD: Human Pan-Microbe Communities Database,http://www.hpmcd.org,"<a href=""http://www.hpmcd.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,34,8,1
MBDC1862,HGTree,http://hgtree.snu.ac.kr,"<a href=""http://hgtree.snu.ac.kr"">access link</a>",FALSE,Yes,NA,NA,2016,2016,20,9,1
MBDC1863,DESM: Dragon Exploration System,http://www.cbrc.kaust.edu.sa/desm,"<a href=""http://www.cbrc.kaust.edu.sa/desm"">access link</a>",FALSE,Yes,NA,NA,2016,2016,8,20,1
MBDC1864,SigMol,http://bioinfo.imtech.res.in/manojk/sigmol,"<a href=""http://bioinfo.imtech.res.in/manojk/sigmol"">access link</a>",FALSE,Yes,NA,NA,2016,2016,53,3,1
MBDC1865,CauloBrowser,http://www.caulobrowser.org,"<a href=""http://www.caulobrowser.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,13,7,1
MBDC1869,ENCODE : Encylopedia of DNA Elements,https://www.encodeproject.org,"<a href=""https://www.encodeproject.org"">access link</a>",TRUE,Yes,NA,NA,2016,2020,211,21,2
MBDC1870,dbMAE: Database of Autosomal Monoallelic Expression,https://mae.hms.harvard.edu,"<a href=""https://mae.hms.harvard.edu"">access link</a>",FALSE,Yes,NA,NA,2016,2016,25,4,1
MBDC1872,PlanMine,http://planmine.mpi-cbg.de/,"<a href=""http://planmine.mpi-cbg.de/"">access link</a>",FALSE,Yes,NA,NA,2016,2019,111,9,2
MBDC1877,MouseNet,http://www.inetbio.org/mousenet,"<a href=""http://www.inetbio.org/mousenet"">access link</a>",FALSE,Yes,NA,NA,2016,2016,23,10,1
MBDC1882,SBR-Blood,http://sbrblood.nhgri.nih.gov,"<a href=""http://sbrblood.nhgri.nih.gov"">access link</a>",FALSE,Yes,NA,NA,2016,2016,2,6,1
MBDC1884,BreCAN-DB: BREakpoint profiles of CANcer genomes DataBase,http://brecandb.igib.res.in,"<a href=""http://brecandb.igib.res.in"">access link</a>",FALSE,Yes,NA,NA,2016,2016,1,3,1
MBDC1886,Colorectal Cancer Atlas,http://www.colonatlas.org,"<a href=""http://www.colonatlas.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,33,15,1
MBDC1888,MutationAligner,http://www.mutationaligner.org,"<a href=""http://www.mutationaligner.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,8,7,1
MBDC1889,OpenTein,http://opentein.hgc.jp/,"<a href=""http://opentein.hgc.jp/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,2,5,1
MBDC1891,TCGASpliceSeq,http://bioinformatics.mdanderson.org/TCGASpliceSeq,"<a href=""http://bioinformatics.mdanderson.org/TCGASpliceSeq"">access link</a>",FALSE,Yes,NA,NA,2016,2016,130,8,1
MBDC1892,PCOSKB: Polycystic Ovary Syndrome KnowledgeBase,http://pcoskb.bicnirrh.res.in,"<a href=""http://pcoskb.bicnirrh.res.in"">access link</a>",FALSE,Yes,NA,NA,2016,2016,23,4,1
MBDC1893,DGIdb,https://www.dgidb.org/,"<a href=""https://www.dgidb.org/"">access link</a>",FALSE,Yes,NA,NA,2016,2021,423,15,3
MBDC1894,SIDER: SIDe Effect Resource,http://sideeffects.embl.de,"<a href=""http://sideeffects.embl.de"">access link</a>",TRUE,Yes,NA,NA,2016,2016,382,4,1
MBDC1896,CPPsite: Cell Penetrating Peptides,http://crdd.osdd.net/raghava/cppsite/,"<a href=""http://crdd.osdd.net/raghava/cppsite/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,118,7,1
MBDC1898,SATPdb: Structurally Annotated Therapeutic Peptides database,http://crdd.osdd.net/raghava/satpdb/,"<a href=""http://crdd.osdd.net/raghava/satpdb/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,61,10,1
MBDC1899,PlantDHS: DNase I Hypersensitive Site,http://plantdhs.org,"<a href=""http://plantdhs.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,36,3,1
MBDC1902,FLOR-ID: FLOweRing Interactive Databas,http://www.flor-id.org,"<a href=""http://www.flor-id.org"">access link</a>",TRUE,Yes,NA,NA,2016,2016,119,4,1
MBDC1903,SureChEMBL,https://www.surechembl.org/,"<a href=""https://www.surechembl.org/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,88,12,1
MBDC1904,CSDB: Carbohydrate Structure Database,http://csdb.glycoscience.ru,"<a href=""http://csdb.glycoscience.ru"">access link</a>",FALSE,Yes,NA,NA,2016,2016,75,2,1
MBDC1906,SugarBindDB,http://sugarbind.expasy.org,"<a href=""http://sugarbind.expasy.org"">access link</a>",TRUE,Yes,NA,NA,2016,2016,25,8,1
MBDC1907,MitoCarta,http://www.broadinstitute.org/mitocarta,"<a href=""http://www.broadinstitute.org/mitocarta"">access link</a>",FALSE,Yes,NA,NA,2016,2021,680,32,2
NAR9062,"EMBL-EBI : The European Bioinformatics Institute ""EMBL-EBI Identifiers.org""",https://www.ebi.ac.uk/,"<a href=""https://www.ebi.ac.uk/"">access link</a>",FALSE,Yes,NA,NA,2012,2021,133,8,3
NAR9070,Elixir Tools and Data Services Registry,https://bio.tools,"<a href=""https://bio.tools"">access link</a>",FALSE,Yes,NA,NA,2016,2016,72,69,1
NAR9074,EMMA: European Mouse Mutant Archive,http://www.emmanet.org,"<a href=""http://www.emmanet.org"">access link</a>",TRUE,Yes,NA,NA,2010,2010,35,26,1
NAR9081,EuPathDB: Eukaryotic Pathogen Database,http://EuPathDB.org,"<a href=""http://EuPathDB.org"">access link</a>",FALSE,Yes,NA,NA,2010,2013,184,26,2
NAR9098,GeneProf Data,http://www.geneprof.org,"<a href=""http://www.geneprof.org"">access link</a>",TRUE,Yes,NA,NA,2014,2014,16,3,1
NAR9103,Genome Properties,https://www.ebi.ac.uk/interpro/genomeproperties/,"<a href=""https://www.ebi.ac.uk/interpro/genomeproperties/"">access link</a>",FALSE,Yes,NA,NA,2007,2019,466,8,3
NAR9115,GSAD: Genome Size in Asteraceae Database,http://www.asteraceaegenomesize.com,"<a href=""http://www.asteraceaegenomesize.com"">access link</a>",TRUE,Yes,NA,NA,2014,2014,42,15,1
NAR9125,hiPathDB: human-integrated pathway databas,http://hiPathDB.kobic.re.kr,"<a href=""http://hiPathDB.kobic.re.kr"">access link</a>",FALSE,Yes,NA,NA,2012,2012,28,7,1
NAR9131,HUGEppi,http://www.kazusa.or.jp/huge/ppi,"<a href=""http://www.kazusa.or.jp/huge/ppi"">access link</a>",TRUE,Yes,NA,NA,2004,2004,69,7,1
NAR9137,IID: Integrated Interactions Database,http://ophid.utoronto.ca/iid,"<a href=""http://ophid.utoronto.ca/iid"">access link</a>",FALSE,Yes,NA,NA,2016,2022,172,6,3
NAR9148,JGI Genome Portal,http://genome.jgi.doe.gov,"<a href=""http://genome.jgi.doe.gov"">access link</a>",FALSE,Yes,NA,NA,2014,2014,324,9,1
NAR9152,KMDB: Keio Mutation Database,http://mutview.dmb.med.keio.ac.jp,"<a href=""http://mutview.dmb.med.keio.ac.jp"">access link</a>",FALSE,Yes,NA,NA,1999,2001,24,8,3
NAR9156,LIGAND,http://www.genome.ad.jp/ligand/,"<a href=""http://www.genome.ad.jp/ligand/"">access link</a>",FALSE,Yes,NA,NA,1999,2002,299,5,3
NAR9158,LMSD: LIPID MAPS Structure Database,http://www.lipidmaps.org/data/structure/,"<a href=""http://www.lipidmaps.org/data/structure/"">access link</a>",FALSE,Yes,NA,NA,2007,2007,603,11,1
NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/c/,"<a href=""http://www.oxfordjournals.org/nar/database/c/"">access link</a>",FALSE,Yes,NA,NA,1999,2016,1135,3,17
NAR9163,MERAV: Metabolic gEne RApid Visualizer,http://merav.wi.mit.edu,"<a href=""http://merav.wi.mit.edu"">access link</a>",FALSE,Yes,NA,NA,2016,2016,63,8,1
NAR9187,MyGene.info,http://mygene.info,"<a href=""http://mygene.info"">access link</a>",FALSE,Yes,NA,NA,2013,2013,193,3,1
NAR9189,NBRP: National BioResource Project,http://www.nbrp.jp,"<a href=""http://www.nbrp.jp"">access link</a>",FALSE,Yes,NA,NA,2010,2010,28,33,1
NAR9191,NCBI BioSample,http://www.ncbi.nlm.nih.gov/biosample,"<a href=""http://www.ncbi.nlm.nih.gov/biosample"">access link</a>",FALSE,Yes,NA,NA,2012,2012,158,12,1
NAR9199,Nematode.net,http://nematode.net,"<a href=""http://nematode.net"">access link</a>",FALSE,Yes,NA,NA,2004,2012,143,9,3
NAR9207,OrCGDB: Oral Cancer Gene Database,http://www.tumor-gene.org/Oral/oral.html,"<a href=""http://www.tumor-gene.org/Oral/oral.html"">access link</a>",FALSE,Yes,NA,NA,2001,2001,16,2,1
NAR9222,Phospho.ELM,http://phospho.elm.eu.org,"<a href=""http://phospho.elm.eu.org"">access link</a>",FALSE,Yes,NA,NA,2008,2011,598,7,2
NAR9243,PSI-MR: Protein Structure Initiative Material Repository,http://psimr.asu.edu,"<a href=""http://psimr.asu.edu"">access link</a>",FALSE,Yes,NA,NA,2010,2010,37,11,1
NAR9259,ROUGE,http://www.kazusa.or.jp/rouge,"<a href=""http://www.kazusa.or.jp/rouge"">access link</a>",TRUE,Yes,NA,NA,2004,2004,69,7,1
NAR9261,rSNPBase,http://rsnp3.psych.ac.cn,"<a href=""http://rsnp3.psych.ac.cn"">access link</a>",FALSE,Yes,NA,NA,2014,2018,100,5,2
NAR9265,SALAD database,http://salad.dna.affrc.go.jp/salad/,"<a href=""http://salad.dna.affrc.go.jp/salad/"">access link</a>",TRUE,Yes,NA,NA,2010,2010,53,3,1
NAR9266,SaRAD,http://www.hpl.hp.com/research/idl/projects/abbrev.html,"<a href=""http://www.hpl.hp.com/research/idl/projects/abbrev.html"">access link</a>",FALSE,Yes,NA,NA,2005,2005,39,6,1
NAR9269,SEED,http://pubseed.theseed.org/,"<a href=""http://pubseed.theseed.org/"">access link</a>",FALSE,Yes,NA,NA,2014,2014,2192,14,1
NAR9286,SURFACE: SUrface Residues and Functions Annotated; Compared and Evaluated,http://cbm.bio.uniroma2.it/surface/,"<a href=""http://cbm.bio.uniroma2.it/surface/"">access link</a>",FALSE,Yes,NA,NA,2004,2004,52,4,1
NAR9288,SWISS-PROT,http://www.expasy.org/sprot/,"<a href=""http://www.expasy.org/sprot/"">access link</a>",FALSE,Yes,NA,NA,1991,2003,6683,12,10
NAR9295,TopPTM,http://topPTM.cse.yzu.edu.tw,"<a href=""http://topPTM.cse.yzu.edu.tw"">access link</a>",FALSE,Yes,NA,NA,2014,2014,21,6,1
NAR9297,TP53 Website,http://p53.fr,"<a href=""http://p53.fr"">access link</a>",FALSE,Yes,NA,NA,2013,2013,110,7,1
NAR9299,Transgenic Rodent Mutations Database,http://sunsite.unc.edu/dnam/mainpage.html,"<a href=""http://sunsite.unc.edu/dnam/mainpage.html"">access link</a>",FALSE,Yes,NA,NA,1996,1998,85,6,3
NAR9302,TrichDB,http://TrichDB.org,"<a href=""http://TrichDB.org"">access link</a>",FALSE,Yes,NA,NA,2009,2009,162,28,1
NAR9308,UET: Universal Evolutionary Trace,http://mammoth.bcm.tmc.edu/uet/,"<a href=""http://mammoth.bcm.tmc.edu/uet/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,14,7,1
NAR9309,UKPMC: UK PubMed Central,http://ukpmc.ac.uk,"<a href=""http://ukpmc.ac.uk"">access link</a>",FALSE,Yes,NA,NA,2011,2011,30,33,1
NAR9311,UMLS: Unified Medical Language System,http://umlsks.nlm.nih.gov,"<a href=""http://umlsks.nlm.nih.gov"">access link</a>",FALSE,Yes,NA,NA,2004,2004,1930,1,1
NAR9312,UniProt,https://www.uniprot.org/,"<a href=""https://www.uniprot.org/"">access link</a>",FALSE,Yes,NA,NA,2012,2021,2770,131,3
MBDC0136,Human PAX6 Mutation Database,http://lsdb.hgu.mrc.ac.uk/home.php?select_db=PAX6,"<a href=""http://lsdb.hgu.mrc.ac.uk/home.php?select_db=PAX6"">access link</a>",FALSE,Yes,NA,NA,1998,1998,71,4,1
MBDC0219,SUPFAM,http://supfam.mbu.iisc.ernet.in/,"<a href=""http://supfam.mbu.iisc.ernet.in/"">access link</a>",FALSE,Yes,NA,NA,2002,2002,40,8,1
MBDC0264,DSDBASE,http://caps.ncbs.res.in/dsdbase//dsdbase.html,"<a href=""http://caps.ncbs.res.in/dsdbase//dsdbase.html"">access link</a>",FALSE,Yes,NA,NA,2004,2004,23,4,1
MBDC0274,PALI,http://pali.mbu.iisc.ernet.in/index.html,"<a href=""http://pali.mbu.iisc.ernet.in/index.html"">access link</a>",FALSE,Yes,NA,NA,2001,2003,119,5,2
MBDC0350,GeneCards,http://genecards.org/index.shtml,"<a href=""http://genecards.org/index.shtml"">access link</a>",FALSE,Yes,NA,NA,2003,2003,136,16,1
MBDC0362,IARC p53 Database,https://tp53.isb-cgc.org/,"<a href=""https://tp53.isb-cgc.org/"">access link</a>",FALSE,Yes,NA,NA,1998,1998,404,8,1
MBDC0374,ASC: Active Sequences Collection,http://genome.weizmann.ac.il/horde/,"<a href=""http://genome.weizmann.ac.il/horde/"">access link</a>",FALSE,Yes,NA,NA,2003,2003,25,3,1
MBDC0624,CR-EST: Crop Expressed Sequence Tag Database,http://pgrc.ipk-gatersleben.de/cr-est/,"<a href=""http://pgrc.ipk-gatersleben.de/cr-est/"">access link</a>",FALSE,Yes,NA,NA,2005,2005,27,7,1
MBDC0707,NPRD: Nucleosome Positioning Region Database,http://srs6.bionet.nsc.ru/srs6/,"<a href=""http://srs6.bionet.nsc.ru/srs6/"">access link</a>",FALSE,Yes,NA,NA,2005,2005,15,5,1
MBDC0834,LEGER,https://leger2.helmholtz-hzi.de/cgi-bin/expLeger.pl,"<a href=""https://leger2.helmholtz-hzi.de/cgi-bin/expLeger.pl"">access link</a>",FALSE,Yes,NA,NA,2006,2006,20,5,1
MBDC0986,FireDB,http://firedb.bioinfo.cnio.es,"<a href=""http://firedb.bioinfo.cnio.es"">access link</a>",FALSE,Yes,NA,NA,2007,2014,55,7,2
MBDC1114,piRNABank,http://pirnabank.ibab.ac.in/,"<a href=""http://pirnabank.ibab.ac.in/"">access link</a>",FALSE,Yes,NA,NA,2008,2008,211,2,1
MBDC1122,ProSAS: PROtein Structure and Alternative Splicing,http://www.bio.ifi.lmu.de/ProSAS,"<a href=""http://www.bio.ifi.lmu.de/ProSAS"">access link</a>",FALSE,Yes,NA,NA,2008,2008,20,6,1
MBDC1147,UTRome.org,http://www.UTRome.org,"<a href=""http://www.UTRome.org"">access link</a>",FALSE,Yes,NA,NA,2008,2008,15,5,1
MBDC1173,GEISHA: Gallus Expression In Situ Hybridization Analysis,http://geisha.arizona.edu,"<a href=""http://geisha.arizona.edu"">access link</a>",TRUE,Yes,NA,NA,2014,2014,18,4,1
MBDC1261,VirHostNet,http://virhostnet.prabi.fr,"<a href=""http://virhostnet.prabi.fr"">access link</a>",FALSE,Yes,NA,NA,2009,2015,203,8,2
MBDC1280,EcID: Escherichia coli Interaction Database,http://ecid.bioinfo.cnio.es,"<a href=""http://ecid.bioinfo.cnio.es"">access link</a>",FALSE,Yes,NA,NA,2009,2009,24,5,1
MBDC1295,DNASU Plasmid Repository,http://dnasu.asu.edu,"<a href=""http://dnasu.asu.edu"">access link</a>",FALSE,Yes,NA,NA,2014,2014,121,13,1
MBDC1342,RegPrecise,http://regprecise.lbl.gov,"<a href=""http://regprecise.lbl.gov"">access link</a>",FALSE,Yes,NA,NA,2010,2010,137,7,1
MBDC1379,FlyTED: Drosophila Testis Gene Expression Database,http://www.fly-ted.org/,"<a href=""http://www.fly-ted.org/"">access link</a>",FALSE,Yes,NA,NA,2010,2010,24,6,1
MBDC1432,PhEVER,http://pbil.univ-lyon1.fr/databases/phever,"<a href=""http://pbil.univ-lyon1.fr/databases/phever"">access link</a>",FALSE,Yes,NA,NA,2011,2011,4,5,1
MBDC1452,UCSC Cancer Genomics Browser,https://genome-cancer.ucsc.edu/,"<a href=""https://genome-cancer.ucsc.edu/"">access link</a>",FALSE,Yes,NA,NA,2011,2015,347,15,3
MBDC1523,InterEvol database,http://biodev.cea.fr/interevol/,"<a href=""http://biodev.cea.fr/interevol/"">access link</a>",FALSE,Yes,NA,NA,2012,2012,40,3,1
MBDC1591,HEXEvent: Human EXon splicing EVENTs,http://hexevent.mmg.uci.edu,"<a href=""http://hexevent.mmg.uci.edu"">access link</a>",FALSE,Yes,NA,NA,2013,2013,28,2,1
MBDC1743,MCDRP: Manually Curated Database of Rice Proteins,http://www.genomeindia.org/biocuration,"<a href=""http://www.genomeindia.org/biocuration"">access link</a>",FALSE,Yes,NA,NA,2014,2014,16,6,1
MBDC1746,SoyKB: Soybean Knowledge Base,http://soykb.org,"<a href=""http://soykb.org"">access link</a>",FALSE,Yes,NA,NA,2014,2014,59,10,1
NAR9116,GSDB: Genome Sequence DataBase,http://www.ncgr.org,"<a href=""http://www.ncgr.org"">access link</a>",FALSE,Yes,NA,NA,1996,2000,63,35,5
NAR9219,PFGD: Phytophthora Functional Genomics Database,http://www.pfgd.org,"<a href=""http://www.pfgd.org"">access link</a>",FALSE,Yes,NA,NA,2006,2006,20,7,1
MBDC1371,Gene Wiki,http://en.wikipedia.org/wiki/Portal:Gene-Wiki,"<a href=""http://en.wikipedia.org/wiki/Portal:Gene-Wiki"">access link</a>",FALSE,No,Never archived,Not found,2010,2012,96,8,2
MBDC1036,GenomeTrafac,http://genometrafac.cchmc.org,"<a href=""http://genometrafac.cchmc.org"">access link</a>",FALSE,No,2016,Not found,2007,2007,19,8,1
MBDC1250,DOOR: Database for prOkaryotic OpeRons,http://csbl.bmb.uga.edu/DOOR/,"<a href=""http://csbl.bmb.uga.edu/DOOR/"">access link</a>",FALSE,No,2022,Not found,2009,2014,376,9,2
NAR9127,HIV Positive Selection Mutation Database,http://www.bioinformatics.ucla.edu/HIV/,"<a href=""http://www.bioinformatics.ucla.edu/HIV/"">access link</a>",FALSE,No,2017,Not found,2007,2007,22,5,1
MBDC0005,TGI: Gene Indices,http://www.tigr.org/tdb/tgi,"<a href=""http://www.tigr.org/tdb/tgi"">access link</a>",FALSE,No,2016,Not found,2000,2005,823,10,3
MBDC0314,TrSDB: TranScout Database,http://ibb.uab.es/trsdb,"<a href=""http://ibb.uab.es/trsdb"">access link</a>",FALSE,No,Never archived functional,Not found,2004,2004,13,4,1
MBDC0704,NMPdb,http://www.rostlab.org/db/NMPdb/,"<a href=""http://www.rostlab.org/db/NMPdb/"">access link</a>",FALSE,No,2017,Not found,2005,2005,49,2,1
MBDC1029,PGSB: Plant Genome and Systems Biology PlantsDB,http://pgsb.helmholtz-muenchen.de/plant/index.jsp,"<a href=""http://pgsb.helmholtz-muenchen.de/plant/index.jsp"">access link</a>",FALSE,No,2021,Not found,2007,2016,185,10,3
MBDC1101,MMdb: MUGEN Mouse Database,http://www.mugen-noe.org/database/,"<a href=""http://www.mugen-noe.org/database/"">access link</a>",FALSE,No,2018,Not found,2008,2008,14,10,1
MBDC1193,ZiFDB: Zinc Finger Database,http://zifdb.msi.umn.edu,"<a href=""http://zifdb.msi.umn.edu"">access link</a>",FALSE,No,2017,Not found,2009,2013,78,8,2
MBDC1281,BloodExpress,http://hscl.cimr.cam.ac.uk/bloodexpress,"<a href=""http://hscl.cimr.cam.ac.uk/bloodexpress"">access link</a>",FALSE,No,2018,Not found,2009,2009,28,5,1
MBDC1317,KUPS: University of Kansas Proteomics Service,http://www.ittc.ku.edu/chenla,"<a href=""http://www.ittc.ku.edu/chenla"">access link</a>",FALSE,No,Never archived,Not found,2011,2011,25,3,1
MBDC1329,RegPhos,http://RegPhos.mbc.nctu.edu.tw,"<a href=""http://RegPhos.mbc.nctu.edu.tw"">access link</a>",FALSE,No,2020,Not found,2011,2011,52,4,1
MBDC1340,EMBL-EBI Non-Redundant Patent Sequence Databases,http://www.ebi.ac.uk/patentdata/nr/,"<a href=""http://www.ebi.ac.uk/patentdata/nr/"">access link</a>",FALSE,No,2021,Not found,2010,2010,9,8,1
MBDC1348,SuperCYP,http://bioinformatics.charite.de/supercyp,"<a href=""http://bioinformatics.charite.de/supercyp"">access link</a>",FALSE,No,2021,Not found,2010,2010,180,10,1
MBDC1682,MPPD: Membrane Protein Packing Database,http://proteinformatics.charite.de/mppd,"<a href=""http://proteinformatics.charite.de/mppd"">access link</a>",FALSE,No,2021,Not found,2014,2014,7,4,1
NAR9263,RTKdb: Receptor Tyrosine Kinase DataBase,http://pbil.univ-lyon1.fr/RTKdb/,"<a href=""http://pbil.univ-lyon1.fr/RTKdb/"">access link</a>",FALSE,No,2017,Not found,2003,2003,32,3,1
NAR9271,SGD Genome Snapshot,http://db.yeastgenome.org/cgi-bin/genomeSnapShot.pl,"<a href=""http://db.yeastgenome.org/cgi-bin/genomeSnapShot.pl"">access link</a>",FALSE,No,2014,Not found,2006,2006,71,28,1
NAR9273,SIEGE: Smoking Induced Epithelial Gene Expression,http://pulm.bumc.bu.edu/siegeDB,"<a href=""http://pulm.bumc.bu.edu/siegeDB"">access link</a>",FALSE,No,2008,Not found,2005,2005,27,5,1
NAR9280,snoRNA Database,http://www.bio.umass.edu/biochem/rna-sequence/Yeast_snoRNA_Database/snoRNA_DataBase.html,"<a href=""http://www.bio.umass.edu/biochem/rna-sequence/Yeast_snoRNA_Database/snoRNA_DataBase.html"">access link</a>",FALSE,No,2016,Not found,1999,1999,69,2,1
NAR9282,Sputnik,http://mips.gsf.de/proj/sputnik/,"<a href=""http://mips.gsf.de/proj/sputnik/"">access link</a>",FALSE,No,2010,Not found,2003,2003,39,3,1
NAR9283,STACK: Sequence Tag Alignment and Consensus Knowledgebase,http://www.sanbi.ac.za/Dbases.html,"<a href=""http://www.sanbi.ac.za/Dbases.html"">access link</a>",FALSE,No,2006,Not found,2001,2001,101,6,1
NAR9287,SV40 T Antigen Database,http://www.pitt.edu/pipaslab/,"<a href=""http://www.pitt.edu/pipaslab/"">access link</a>",FALSE,No,Never archived functional,Not found,1996,1998,10,2,2
NAR9304,U-insertion/deletion Edited Sequence Database,http://www.lifesci.ucla.edu/RNA/trypanosome/database.html,"<a href=""http://www.lifesci.ucla.edu/RNA/trypanosome/database.html"">access link</a>",FALSE,No,2008,Not found,1998,1998,38,6,1
NAR9306,UCSC Table Browser,http://genome.ucsc.edu/cgi-bin/hgText,"<a href=""http://genome.ucsc.edu/cgi-bin/hgText"">access link</a>",FALSE,No,2003,Not found,2004,2004,1261,7,1
NAR9307,UDB,http://bioinfo.weizmann.ac.il/udb,"<a href=""http://bioinfo.weizmann.ac.il/udb"">access link</a>",FALSE,No,2014,Not found,2003,2003,136,16,1
NAR9318,VirusMINT,http://mint.bio.uniroma2.it/virusmint/,"<a href=""http://mint.bio.uniroma2.it/virusmint/"">access link</a>",FALSE,No,2014,Not found,2009,2009,140,12,1
NAR9327,XREFdb,http://www.ncbi.nlm.nih.gov/XREFdb,"<a href=""http://www.ncbi.nlm.nih.gov/XREFdb"">access link</a>",FALSE,No,2004,Not found,2000,2000,10,7,1
NAR9330,YPL.db: Yeast Protein Localization DataBase,http://ypl.tugraz.at,"<a href=""http://ypl.tugraz.at"">access link</a>",FALSE,No,2007,Not found,2002,2002,40,6,1
MBDC0871,StellaBase,http://stellabase.org/SNP,"<a href=""http://stellabase.org/SNP"">access link</a>",TRUE,No,2014,Not found,2006,2008,110,7,2
MBDC1346,MeMotif,http://projects.biotec.tu-dresden.de/memotif,"<a href=""http://projects.biotec.tu-dresden.de/memotif"">access link</a>",FALSE,No,2016,Not found,2010,2010,18,7,1
MBDC0700,MAPPER,http://genome.ufl.edu/mapperdb,"<a href=""http://genome.ufl.edu/mapperdb"">access link</a>",FALSE,No,2017,Not found,2005,2012,125,3,2
MBDC1199,GermSAGE,http://germsage.nichd.nih.gov/,"<a href=""http://germsage.nichd.nih.gov/"">access link</a>",FALSE,No,2017,Not found,2009,2009,15,8,1
