article_global_id,db_id,article_id,article_year,Authors,Author.s..ID,Title,Source.title,Volume,Issue,Page.start,Page.end,Index.Keywords,Funding.Details,Funding.Text.1,Funding.Text.2,Funding.Text.3,PubMed.ID,Open.Access,citations_2016,citations_2021,nb_authors
10.1093/nar/26.1.94,NAR9095,269,1998,"Letovsky S.I., Cottingham R.W., Porter C.J., Li P.W.D.",6701620861;7004139139;7202933965;56102427600;,GDB: The human genome database,Nucleic Acids Research,26,1,94,99,"dna; article; data base; dna polymorphism; gene function; gene mapping; gene mutation; gene sequence; human; information system; molecular cloning; priority journal; Animals; Chromosome Mapping; Computer Communication Networks; Databases, Factual; Forecasting; Genome, Human; Humans; Information Storage and Retrieval; Mice; Polymorphism, Genetic","DE-FC02-91ER61230

National Institutes of Health, NIH

Japan Science and Technology Agency, JST",The GDB Human Genome Database is an international project funded by a grant from the US Department of Energy (DE-FC02-91ER61230) with additional support from the US National Institutes of Health and the Japan Science and Technology Agency.,NA,NA,9399808,"All Open Access, Bronze, Green",80,96,4
PMC308323,NAR9210,82,1994,"Bleasby A.J., Akrigg D., Attwood T.K.",6602182333;6508195292;7006175614;,OWL - A non-redundant composite protein sequence database,Nucleic Acids Research,22,17,3574,3577,"protein; amino acid sequence; article; computer program; data analysis; information retrieval; priority journal; Amino Acid Sequence; Computer Communication Networks; Databases, Factual; Proteins; Sequence Alignment; Software",NA,NA,NA,NA,7937061,"All Open Access, Green",122,124,3
10.1093/nar/gkl790,MBDC0944,1513,2007,"Yoon S.H., Park Y.-K., Lee S., Choi D., Oh T.K., Hur C.-G., Kim J.F.",55732108100;57203425456;57203039032;7401643985;35435710800;6701350865;55720054000;,Towards pathogenomics: A web-based resource for pathogenicity islands,Nucleic Acids Research,35,SUPPL. 1,D395,D400,"access to information; analytic method; article; bacterial genome; bacterial strain; computer interface; controlled study; GenBank; gene locus; genetic database; genetic disorder; genetic similarity; Internet; nonhuman; nucleotide sequence; online analysis; pathogenicity; pathogenicity island; prediction; priority journal; prokaryote; sequence analysis; Bacteria; Databases, Nucleic Acid; Genome, Bacterial; Genomic Islands; Genomics; Internet; User-Computer Interface; Virulence Factors; Prokaryota","Ministry of Science and Technology, MOST","The authors thank Ensoltek Co., Ltd (www.ensoltek.co.kr) for help in the development of the genome map viewer. The authors also thank Seung-Hwan Park, Haeyoung Jeong and Choong-Min Ryu for comments on the work and critical reading of the manuscript. This work was financially supported by the 21C Frontier Microbial Genomics and Applications Center Program, Ministry of Science and Technology, Republic of Korea. Funding to pay the Open Access publication charges for this article was provided by the same program.",NA,NA,17090594,"All Open Access, Gold, Green",47,62,7
10.1093/nar/26.1.112,MBDC0084,297,1998,"Kogelnik A.M., Lott M.T., Brown M.D., Navathe S.B., Wallace D.C.",56957021400;7005833671;57213753765;7004370449;7402643162;,MITOMAP: A human mitochondrial genome database - 1998 update,Nucleic Acids Research,26,1,112,114,"mitochondrial dna; article; data base; dna sequence; gene function; gene mutation; gene structure; human; information retrieval; information system; pathogenesis; priority journal; Computer Communication Networks; Databases, Factual; DNA, Mitochondrial; Genome, Human; Humans; Information Storage and Retrieval; Mitochondria","National Institutes of Health, NIH: AG10130, AG13154, HL30164

National Institute of General Medical Sciences, NIGMS: R01GM046915

National Institute of Neurological Disorders and Stroke, NINDS: R01NS021328

U.S. National Library of Medicine, NLM","This work was supported by a grant from the Emory-Georgia Tech Center for Biotechnology (SBN, MDB and DCW), by a National Library of Medicine Fellowship (AMK), and by NIH grants GM46915, NS21328, HL30164, AG10130, AG13154, and a Muscular Dystrophy Foundation clinical research grant (D.C.W.).",NA,NA,9399813,"All Open Access, Bronze, Green",121,130,5
10.1093/nar/24.1.177,MBDC0084,136,1996,"Kogelnik A.M., Lott M.T., Brown M.D., Navathe S.B., Wallace D.C.",56957021400;7005833671;57213753765;7004370449;7402643162;,MITOMAP: A human mitochondrial genome database,Nucleic Acids Research,24,1,177,179,"mitochondrial dna; data base; dna sequence; gene sequence; gene structure; human; information; information retrieval; priority journal; short survey; Amino Acid Sequence; Base Sequence; Computer Communication Networks; Databases, Factual; DNA, Mitochondrial; Genome, Human; Humans; Mutation","National Institutes of Health, NIH: AG10130, DK45215, HL30164, NS30164

National Institute of General Medical Sciences, NIGMS: R01GM046915

National Institute of Neurological Disorders and Stroke, NINDS: R01NS021328

Muscular Dystrophy Association, MDA","This work was supported by a grant from the Emory-Georgia Tech Center for Biotechnology (SBN, MDB and DCW) and by NIH grants GM46915, NS21328, HL30164, NS30164, AG10130, DK45215 and a Muscular Dystrophy Foundation clinical research grant (DCW).",NA,NA,8594574,"All Open Access, Bronze, Green",80,103,5
10.1093/nar/25.1.196,MBDC0084,237,1997,"Kogelnik A.M., Lott M.T., Brown M.D., Navathe S.B., Wallace D.C.",56957021400;7005833671;57213753765;7004370449;7402643162;,MITOMAP: An update on the status of the human mitochondrial genome database,Nucleic Acids Research,25,1,196,199,"mitochondrial dna; article; data base; dna sequence; genetic variability; human; human genetics; information retrieval; information system; mitochondrion; priority journal; Base Sequence; Databases, Factual; DNA, Mitochondrial; Genome, Human; Humans; Mutation; Software","National Institutes of Health, NIH: AG10130, AG13154, HL30164

National Institute of General Medical Sciences, NIGMS: R01GM046915

National Institute of Neurological Disorders and Stroke, NINDS: R01NS021328

U.S. National Library of Medicine, NLM","This work was supported by a grant from the Emory-Georgia Tech Center for Biotechnology (S.B.N., M.D.B. and D.C.W.) by a National Library of Medicine Fellowship (A.M.K.) and by NIH grants GM46915, NS21328, HL30164, AG10130, AG13154 and a Muscular Dystrophy Foundation clinical research grant (D.C.W.).",NA,NA,9016535,"All Open Access, Bronze, Green",27,30,5
10.1093/nar/gkg108,MBDC0340,879,2003,"Matys V., Fricke E., Geffers R., Gößling E., Haubrock M., Hehl R., Hornischer K., Karas D., Kel A.E., Kel-Margoulis O.V., Kloos D.-U., Land S., Lewicki-Potapov B., Michael H., Münch R., Reuter I., Rotert S., Saxel H., Scheer M., Thiele S., Wingender E.",6602814158;6602702304;6603092651;7801397546;6603026857;7004214449;6506801176;6602740981;7004025230;6602699314;6601908488;55757781377;6505757707;7006556194;7005076384;7003460397;6507401130;6506881463;9332619500;57198329436;56091170100;,"TRANSFAC®: Transcriptional regulation, from patterns to profiles",Nucleic Acids Research,31,1,374,378,"regulator protein; transcription factor; transcription factor; anatomy; binding site; computer program; CYTOMER Database; developmental stage; gene expression; gene targeting; genetic database; genetic transcription; human; mouse; nonhuman; nucleotide sequence; priority journal; review; Saccharomyces; structure analysis; tissue specificity; transcription regulation; TRANSFAC Database; animal; article; eukaryotic cell; gene expression profiling; gene expression regulation; genetics; metabolism; promoter region; tissue distribution; Eukaryota; Saccharomyces; Animals; Binding Sites; Databases, Genetic; Eukaryotic Cells; Gene Expression Profiling; Gene Expression Regulation; Gene Expression Regulation, Developmental; Humans; Mice; Promoter Regions (Genetics); Saccharomyces; Tissue Distribution; Transcription Factors; Transcription, Genetic","European Commission, EC: QLRI-CT-1999-01333

Bundesministerium für Bildung und Forschung, BMBF: 0312432, 031U210B","We would like to thank all present and former members of BIOBASE GmbH and the AG Bioinformatics at the German Research Centre for Biotechnology (GBF) for contributing to this work in various ways. This work is supported in part by a grant of the European Commission (contract no. QLRI-CT-1999-01333) and two grants of the German Ministry of Education and Research (BMBF, grant no. 0312432 and 031U210B).",NA,NA,12520026,"All Open Access, Bronze, Green",1313,1557,21
10.1093/nar/gkj107,MBDC0341,1201,2006,"Krull M., Pistor S., Voss N., Kel A., Reuter I., Kronenberg D., Michael H., Schwarzer K., Potapov A., Choi C., Kel-Margoulis O., Wingender E.",57197392186;6603183594;7004594221;7004025230;7003460397;55939692200;7006556194;36937645400;7201761985;7402961184;6602699314;56091170100;,TRANSPATH: an information resource for storing and visualizing signaling pathways and their pathological aberrations.,Nucleic acids research,34,Database issue,D546,551,"article; computer graphics; computer interface; genetic database; genetic disorder; genetics; genotype; human; Internet; mutation; phenotype; protein processing; signal transduction; Computer Graphics; Databases, Genetic; Genetic Diseases, Inborn; Genotype; Humans; Internet; Mutation; Phenotype; Protein Processing, Post-Translational; Signal Transduction; User-Computer Interface",NA,NA,NA,NA,16381929,"All Open Access, Gold, Green",82,106,12
10.1093/nar/gkj143,MBDC0340,1236,2006,"Matys V., Kel-Margoulis O.V., Fricke E., Liebich I., Land S., Barre-Dirrie A., Reuter I., Chekmenev D., Krull M., Hornischer K., Voss N., Stegmaier P., Lewicki-Potapov B., Saxel H., Kel A.E., Wingender E.",6602814158;6602699314;6602702304;6602290214;55757781377;12777350200;7003460397;8550513400;57197392186;6506801176;7004594221;12766006300;6505757707;6506881463;7004025230;56091170100;,TRANSFAC and its module TRANSCompel: transcriptional gene regulation in eukaryotes.,Nucleic acids research,34,Database issue,D108,110,"Arabidopsis protein; DNA; Drosophila protein; transcription factor; animal; Arabidopsis; article; binding site; chemistry; computer interface; Drosophila melanogaster; gene expression regulation; genetic database; genetic transcription; genetics; human; Internet; metabolism; mouse; protein tertiary structure; rat; regulatory sequence; system analysis; Animals; Arabidopsis; Arabidopsis Proteins; Binding Sites; Databases, Genetic; DNA; Drosophila melanogaster; Drosophila Proteins; Gene Expression Regulation; Humans; Internet; Mice; Protein Structure, Tertiary; Rats; Regulatory Sequences, Nucleic Acid; Systems Integration; Transcription Factors; Transcription, Genetic; User-Computer Interface",NA,NA,NA,NA,16381825,"All Open Access, Gold, Green",425,1576,16
10.1093/nar/30.1.332,MBDC0345,682,2002,"Wang Y., Anderson J.B., Chen J., Geer L.Y., He S., Hurwitz D.I., Liebert C.A., Madej T., Marchler G.H., Marchler-Bauer A., Panchenko A.R., Shoemaker B.A., Song J.S., Thiessen P.A., Yamashita R.A., Bryant S.H.",56939686900;55574191140;57190375337;6603869486;7402691219;7005316658;36852032100;7004272134;6602369373;6701615882;7006715239;6603557716;55500872700;7004023983;7005193309;7202782310;,MMDB: Entrez 3D-structure database,Nucleic Acids Research,30,1,249,252,"protein; biopolymer; animal; article; chemistry; computer graphics; genetics; human; information retrieval; Internet; library; phylogeny; protein database; protein tertiary structure; sequence alignment; sequence homology; three dimensional imaging; United States; computer program; controlled study; MEDLINE; molecular model; Molecular Modeling Database; mouse; nonhuman; priority journal; protein analysis; protein family; protein structure; rat; sequence database; taxonomy; Animal; Computer Graphics; Databases, Protein; Human; Imaging, Three-Dimensional; Information Storage and Retrieval; Internet; National Library of Medicine (U.S.); Phylogeny; Protein Structure, Tertiary; Proteins; Sequence Alignment; Sequence Homology, Amino Acid; Support, U.S. Gov't, P.H.S.; United States","U.S. National Library of Medicine,�NLM: Z01LM000046,�Z01LM000057",NA,NA,NA,11752307,"All Open Access, Bronze, Green",88,33,16
10.1093/nar/29.1.281,MBDC0340,640,2001,"Wingender E., Chen X., Fricke E., Geffers R., Hehl R., Liebich I., Krull M., Matys V., Michael H., Ohnhäuser R., Prüß M., Schacherer F., Thiele S., Urbach S.",56091170100;37000640100;6602702304;6603092651;7004214449;6602290214;57197392186;6602814158;7006556194;6505622313;6602826691;18937062300;57198329436;57210731842;,The TRANSFAC system on gene expression regulation,Nucleic Acids Research,29,1,281,283,DNA; transcription factor; article; binding site; controlled study; data base; disease predisposition; DNA binding; eukaryotic cell; gene expression regulation; gene mutation; human; information; Internet; nonhuman; priority journal; regulator gene; signal transduction; Eukaryota,NA,NA,NA,NA,11125113,"All Open Access, Bronze, Green",510,538,14
10.1093/nar/gkq916,MBDC1322,2091,2011,"Takeya M., Yamasaki F., Uzuhashi S., Aoki T., Sawada H., Nagai T., Tomioka K., Tomooka N., Sato T., Kawase M.",55259375400;28168143200;23013232100;56416962100;7401969540;35577482500;23486820400;6602092918;8223331700;35292379400;,NIASGBdb: NIAS Genebank databases for genetic resources and plant disease information,Nucleic Acids Research,39,SUPPL. 1,D1108,D1113,"ribosome DNA; article; bean; computer prediction; data base; DNA sequence; Fusarium; genetic database; genetic resource; genetic variability; information processing; information retrieval; NIASGBdb; nonhuman; plant disease; priority journal; rice; simple sequence repeat; Vigna angularis; Vigna mungo; web browser; Crops, Agricultural; Databases, Genetic; DNA, Fungal; Fusarium; Genetic Markers; Genetic Variation; Plant Diseases; Fusarium; Oryza sativa; Vigna angularis; Vigna mungo","National Institute of Agrobiological Sciences, NIAS",This work was funded by National Institute of Agrobiological Sciences. Funding for open access charge: National Institute of Agrobiological Sciences.,NA,NA,20952407,"All Open Access, Gold, Green",10,17,10
10.1093/nar/30.1.169,MBDC0073,676,2002,"Wain H.M., Lush M., Ducluzeau F., Povey S.",7004619745;57190123589;8139402600;7102845053;,Genew: The human gene nomenclature database,Nucleic Acids Research,30,1,169,171,article; controlled study; cytogenetics; data base; factual database; gene location; genetic resource; human; Human Gene Nomenclature Database; information retrieval; Internet; MEDLINE; Mouse Genome Database; nomenclature; priority journal; SWISS-PROT,"U.S. National Library of Medicine, NLM: N01LM093533",NA,NA,NA,11752283,"All Open Access, Bronze, Green",92,97,4
10.1093/nar/gkh072,MBDC0073,1007,2004,"Wain H.M., Lush M.J., Ducluzeau F., Khodiyar V.K., Povey S.",7004619745;57190123589;8139402600;6508269364;7102845053;,"Genew: The Human Gene Nomenclature Database, 2004 updates",Nucleic Acids Research,32,DATABASE ISS.,D255,D257,"article; confidentiality; controlled study; expressed sequence tag; genetic analysis; genetic database; Human Gene Nomenclature Database; information processing; Internet; nomenclature; online system; phenotype; priority journal; pseudogene; sequence analysis; Animals; Computational Biology; Databases, Genetic; Genes; Humans; Information Storage and Retrieval; Internet; Terminology; User-Computer Interface","U.S. National Library of Medicine,�NLM: N01LM093533",NA,NA,NA,14681406,NA,97,103,5
10.1093/nar/gkj147,MBDC0073,1271,2006,"Eyre T.A., Ducluzeau F., Sneddon T.P., Povey S., Bruford E.A., Lush M.J.",9236377600;8139402600;11839645200;7102845053;6603171417;57190123589;,"The HUGO Gene Nomenclature Database, 2006 updates.",Nucleic acids research,34,Database issue,D319,321,"article; computer interface; gene; genetic database; human; Internet; nomenclature; Databases, Genetic; Genes; Humans; Internet; Terminology; User-Computer Interface; MLCS; MLOWN",NA,NA,NA,NA,16381876,"All Open Access, Gold, Green",92,154,6
10.1093/nar/gkh007,MBDC0328,964,2004,"Hertz-Fowler C., Peacock C.S., Wood V., Aslett M., Kerhornou A., Mooney P., Tivey A., Berriman M., Hall N., Rutherford K., Parkhill J., Ivens A.C., Rajandream M.-A., Barrell B.",6505859715;7004474441;7102296936;56137050400;8634293600;7005702362;8634296900;6701402385;35370775100;7007171631;57212237926;35393053000;6603892361;35377278900;,GeneDB: A resource for prokaryotic and eukaryotic organisms,Nucleic Acids Research,32,DATABASE ISS.,D339,D343,"biology; computer program; eukaryote; expressed sequence tag; gene sequence; GeneDB; genetic database; genetics; information processing; Internet; nonhuman; priority journal; prokaryote; review; scientific literature; United Kingdom; Animals; Computational Biology; Databases, Genetic; Eukaryotic Cells; Expressed Sequence Tags; Genome; Genomics; Information Storage and Retrieval; Internet; Prokaryotic Cells; Eukaryota; Prokaryota",NA,NA,NA,NA,14681429,NA,178,188,14
10.1093/nar/gkr1032,MBDC0328,2277,2012,"Logan-Klumpler F.J., De Silva N., Boehme U., Rogers M.B., Velarde G., McQuillan J.A., Carver T., Aslett M., Olsen C., Subramanian S., Phan I., Farris C., Mitra S., Ramasamy G., Wang H., Tivey A., Jackson A., Houston R., Parkhill J., Holden M., Harb O.S., Brunk B.P., Myler P.J., Roos D., Carrington M., Smith D.F., Hertz-Fowler C., Berriman M.",54393692700;56355921100;55139645500;7402696557;57214408842;35741312300;7004294896;56137050400;57196924836;57190341116;6602863589;36522380600;57197251734;24587940100;55688857900;8634296900;54421734400;35278059700;57212237926;7102163449;6602512577;7003786925;7005974497;7201570041;7102278844;7410358377;6505859715;6701402385;,GeneDB-an annotation database for pathogens,Nucleic Acids Research,40,D1,D98,D108,"Apicomplexa; article; computer program; eukaryote; factual database; gene sequence; GeneDB; genetic database; Kinetoplastida; molecular genetics; nonhuman; pathogenesis; priority journal; process design; process development; prokaryote; scientific literature; web browser; Animals; Arthropods; Databases, Genetic; Genome, Bacterial; Genome, Helminth; Genome, Protozoan; Genomics; Internet; Molecular Sequence Annotation; Vocabulary, Controlled","Wellcome Trust, WT: WT 043565, WT 085775/Z/08/Z","Wellcome Trust (grants WT 043565 to M.B., M.C., D.R. and D.F.S.); (WT 085775/Z/08/Z to the Wellcome Trust Sanger Institute). Funding for open access charge: Wellcome Trust Sanger Institute.",NA,NA,22116062,"All Open Access, Gold, Green",96,174,28
10.1093/nar/gku1042,MBDC1826,1348,2015,"van Dam S., Craig T., de Magalhães J.P.",54410005800;55206915800;55664374500;,GeneFriends: a human RNA-seq-based gene and transcript co-expression database,Nucleic acids research,43,Database issue,D1124,D1132,"untranslated RNA; gene expression profiling; gene regulatory network; genetic database; human; Internet; metabolism; sequence analysis; Databases, Genetic; Gene Expression Profiling; Gene Regulatory Networks; Humans; Internet; RNA, Untranslated; Sequence Analysis, RNA","Biotechnology and Biological Sciences Research Council, BBSRC: BB/K016741/1",UK Biotechnology and Biological Sciences Research Council [BB/K016741/1]. Funding for open access charge: Biotechnology and Biological Sciences Research Council [BB/K016741/1].,NA,NA,25361971,"All Open Access, Gold, Green",15,59,3
10.1093/nar/gkm881,MBDC0073,1628,2008,"Bruford E., Lush M.J., Wright M.W., Sneddon T.P., Povey S., Birney E.",6603171417;57190123589;9236377500;11839645200;7102845053;7004802904;,The HGNC database in 2008: A resource for the human genome,Nucleic Acids Research,36,SUPPL. 1,D445,D448,"article; bioinformatics; computer language; gene function; gene identification; gene sequence; genetic database; HUGO Gene Nomenclature Committee database; human genome; information retrieval; Internet; nomenclature; phenotype; prediction; priority journal; publication; Animals; Databases, Genetic; Genes; Genome, Human; Genomics; Humans; Internet; Mice; Systems Integration; Terminology as Topic; User-Computer Interface; Variation (Genetics)","National Human Genome Research Institute, NHGRI: P41HG003345

Wellcome Trust, WT: 081979/Z/07/Z","The HGNC is funded by the Wellcome Trust (grant 081979/Z/07/Z) and the National Human Genome Research Institute (grant P41 HG03345). E.A.B., M.J.L. and M.W.W. were previously affiliated to the Department of Biology, University College London. We would like to thank all of our collaborators and past members of the HGNC, in particular Fabrice Ducluzeau, for their invaluable help. Funding to pay the Open Access publication charges for this article was provided by the Wellcome Trust.",NA,NA,17984084,"All Open Access, Gold, Green",144,177,6
10.1093/nar/gks1066,MBDC0073,2446,2013,"Gray K.A., Daugherty L.C., Gordon S.M., Seal R.L., Wright M.W., Bruford E.A.",15131691600;57217611275;37664931400;23475305400;9236377500;6603171417;,Genenames.org: The HGNC resources in 2013,Nucleic Acids Research,41,D1,D545,D552,"article; data analysis; factual database; gene identification; gene structure; information storage; multigene family; online system; priority journal; process development; protein determination; protein structure; sequence analysis; web browser; Databases, Genetic; Genes; Humans; Internet; Proteins; Terminology as Topic","National Human Genome Research Institute, NHGRI: P41HG003345

Wellcome Trust, WT",The Wellcome Trust [081979/Z/07/Z] and [099129/Z/12/ Z]; National Human Genome Research Institute [P41 HG03345]. Funding for open access charge: The Wellcome Trust.,NA,NA,23161694,"All Open Access, Gold, Green",141,179,6
10.1093/nar/gku1071,MBDC0073,2771,2015,"Gray K.A., Yates B., Seal R.L., Wright M.W., Bruford E.A.",15131691600;12788898500;23475305400;9236377500;6603171417;,Genenames.org: The HGNC resources in 2015,Nucleic Acids Research,43,D1,D1079,D1085,"Article; bioinformatics; computer program; data base; gene; Genenames; HGNC comparison of orthology predictions; HUGO Gene Nomenclature Committee; human; information retrieval; Internet; MYLKP1 gene; nonhuman; online system; prediction; priority journal; reliability; search engine; sequence homology; gene; genetic database; human genome; nomenclature; Databases, Genetic; Genes; Genome, Human; Humans; Internet; Terminology as Topic","National Human Genome Research Institute, NHGRI: P41HG003345",NA,NA,NA,25361968,"All Open Access, Gold, Green",97,352,5
10.1093/nar/gkj021,MBDC0487,1268,2006,"Harris M.A., Clark J.I., Ireland A., Lomax J., Ashburner M., Collins R., Eilbeck K., Lewis S., Mungall C., Richter J., Rubin G.M., Shu S., Blake J.A., Bult C.J., Diehl A.D., Dolan M.E., Drabkin H.J., Eppig J.T., Hill D.P., Ni L., Ringwald M., Balakrishnan R., Binkley G., Michael Cherry J., Christie K.R., Costanzo M.C., Dong Q., Engel S.R., Fisk D.G., Hirschman J.E., Hitz B.C., Hong E.L., Lane C., Miyasato S., Nash R., Sethuraman A., Skrzypek M., Theesfeld C.L., Weng S., Botstein D., Dolinski K., Oughtred R., Berardini T., Mundodi S., Rhee S.Y., Apweiler R., Barrell D., Camon E., Dimmer E., Mulder N., Chisholm R., Fey P., Gaudet P., Kibbe W., Pilcher K., Bastiani C.A., Kishore R., Schwarz E.M., Sternberg P., Van Auken K., Gwinn M., Hannick L., Wortman J., Aslett M., Berriman M., Wood V., Bromberg S., Foote C., Jacob H., Pasko D., Petri V., Reilly D., Seiler K., Shimoyama M., Smith J., Twigger S., Jaiswal P., Seigfried T., Collmer C., Howe D., Westerfield M., Gene Ontology Consortium",7404205832;7407829502;22957533000;9241205600;7005335739;57212649811;8238125800;57202634056;6602880619;7402922666;36818042000;57194694663;7201880714;6701467886;35774295100;10044011300;57210649970;7103108355;55649570501;35278521200;7004918214;7006221880;6603369949;7202723332;7006250539;7006213812;35344431700;7102917983;35421432000;6701760166;15759752800;7102538707;7101975457;12777554800;7201374308;6603791362;7003733503;6603263052;7101951950;7102711191;7003406558;6507789577;6602260128;6507630847;57208120586;56748814700;6603276528;6602876162;8151366000;7102238454;57202732450;7003555000;6602633077;57203774524;12776751800;6505813824;7101918176;35412807400;35230767000;6506827818;57205027327;6602594358;7006948361;6602262206;6701402385;7102296936;8322140600;57198419542;7201603136;6603243026;6602824016;56681318100;57210652095;7102642417;57209574674;6602310364;6701448626;6508248183;6602426766;24775593000;7005147689;,The gene ontology (GO) project in 2006,Nucleic Acids Research,34,NA,D322,D326,"article; biologist; controlled vocabulary; gene ontology; genome; human; computer interface; computer program; data base; gene; gene expression; genetic database; Internet; linguistics; quality control; sequence analysis; standard; Database Management Systems; Databases, Genetic; Gene Expression; Genes; Internet; Quality Control; Sequence Analysis; Software; User-Computer Interface; Vocabulary, Controlled","National Institutes of Health, NIH

National Human Genome Research Institute, NHGRI: R01HG002273

Division of Human Resource Management, HRM: QLRI-CT-2001-00015, QLRI-CT-2001-00981

European Commission, EC",The Gene Ontology Consortium is supported by NIH/NHGRI grant HG02273 and has been supported by grants from the European Union RTD Programme 'Quality of Life and Management of Living Resources' (QLRI-CT-2001-00981 and QLRI-CT-2001-00015). Funding to pay the Open Access publication charges for this article was provided by NIH/NHGRI.,The Gene Ontology Consortium is supported by NIH/NHGRI grant HG02273 and has been supported by grants from the European Union RTD Programme ‘Quality of Life and Management of Living Resources’ (QLRI-CT-2001-00981 and QLRI-CT-2001-00015). Funding to pay the Open Access publication charges for this article was provided by NIH/NHGRI.,NA,16381878,"All Open Access, Gold, Green",445,730,81
10.1093/nar/gkp1018,MBDC0487,1927,2010,"Berardini T.Z., Li D., Huala E., Bridges S., Burgess S., McCarthy F., Carbon S., Lewis S.E., Mungall C.J., Abdulla A., Wood V., Feltrin E., Valle G., Chisholm R.L., Fey P., Gaudet P., Kibbe W., Basu S., Bushmanova Y., Eilbeck K., Siegele D.A., McIntosh B., Renfro D., Zweifel A., Hu J.C., Ashburner M., Tweedie S., Alam-Faruque Y., Apweiler R., Auchinchloss A., Bairoch A., Barrell D., Binns D., Blatter M.-C., Bougueleret L., Boutet E., Breuza L., Bridge A., Browne P., Chan W.M., Coudert E., Daugherty L., Dimmer E., Eberhardt R., Estreicher A., Famiglietti L., Ferro-Rojas S., Feuermann M., Foulger R., Gruaz-Gumowski N., Hinz U., Huntley R., Jimenez S., Jungo F., Keller G., Laiho K., Legge D., Lemercier P., Lieberherr D., Magrane M., O'Donovan C., Pedruzzi I., Poux S., Rivoire C., Roechert B., Sawford T., Schneider M., Stanley E., Stutz A., Sundaram S., Tognolli M., Xenarios I., Harris M.A., Deegan J.I., Ireland A., Lomax J., Jaiswal P., Chibucos M., Giglio M.G., Wortman J., Hannick L., Madupu R., Botstein D., Dolinski K., Livstone M.S., Oughtred R., Blake J.A., Bult C., Diehl A.D., Dolan M., Drabkin H., Eppig J.T., Hill D.P., Ni L., Ringwald M., Sitnikov D., Collmer C., Torto-Alalibo T., Laulederkind S., Shimoyama M., Twigger S., D'Eustachio P., Matthews L., Balakrishnan R., Binkley G., Cherry J.M., Christie K.R., Costanzo M.C., Engel S.R., Fisk D.G., Hirschman J.E., Hitz B.C., Hong E.L., Krieger C.J., Miyasato S.R., Nash R.S., Park J., Skrzypek M.S., Weng S., Wong E.D., Aslett M., Chan J., Kishore R., Sternberg P., Auken K.Van., Khodiyar V.K., Lovering R.C., Talmud P.J., Howe D., Westerfield M.",6602260128;35278434800;6603299934;7006956779;54790572100;8349997500;25959932700;57202634056;6602880619;36812907700;7102296936;8932143500;7102644197;57202732450;7003555000;6602633077;57203774524;12243031900;25932020600;8238125800;7004676400;7006069992;55249417800;36465947400;55958106900;7005335739;6603684161;15759036400;56748814700;55249967200;7005698429;6603276528;7005105520;36725128700;6701823126;23972527900;6603059124;35344606800;12789289200;7403918144;6602523705;57217611275;8151366000;12789479700;6603623945;9436032400;55249967100;16179973600;6602253196;25932081600;7004284030;35484022400;55773864300;15734158700;25932173000;25932280200;25932196500;25932126700;23972799800;6603907941;57204338202;6506134046;6603339222;6507920821;6506774971;37665989600;57202103169;12753598700;7007031949;25932352700;6506894357;6602760768;7404205832;26021760500;22957533000;9241205600;6701448626;35089869600;8930600800;7006948361;6602594358;6603189606;7102711191;7003406558;6603010639;6507789577;7201880714;6701467886;35774295100;10044011300;57210649970;7103108355;55649570501;35278521200;7004918214;57198389083;6602426766;8211422100;6603462226;7102642417;6602310364;7007005764;12789160600;7006221880;6603369949;7202723332;7006250539;7006213812;7102917983;35421432000;6701760166;15759752800;7102538707;7004476413;12777554800;7201374308;35345734300;7003733503;7101951950;7403161510;6602262206;7403287108;7101918176;35230767000;55939015900;6508269364;57205131565;7005938237;24775593000;7005147689;,The Gene Ontology in 2010: Extensions and refinements,Nucleic Acids Research,38,SUPPL.1,D331,D335,access to information; article; bioinformatics; computer language; gene sequence; information retrieval; Internet; priority journal; quality control; web browser,"National Science Foundation, NSF: 0523736, 0703908

National Heart, Lung, and Blood Institute, NHLBI: R01HL064541

National Human Genome Research Institute, NHGRI: P41HG000330, R01HG004341, U24HG002223, U41HG002273, U41HG003751

National Institute of General Medical Sciences, NIGMS: U24GM077905, U24GM088849

Medical Research Council, MRC: G0500293",NA,NA,NA,19920128,"All Open Access, Gold, Green",249,358,130
